corporate_allocation_after_exclusions_amt,corporate_allocation_amt,corporate_allocation_bps,gl_exception_amt,gl_exception_bps,gl_fee_income_amt,gl_fee_income_bps,gl_gos_amt,gl_gos_bps,gl_oi_amt,gl_oi_bps,llr_amt,llr_bps,loan_fin_component_id,loan_id,los_exception_amt,los_exception_bps,los_revenue_amt,los_revenue_bps,reporting_period_id,source_insert_datetime
-2442.5232,-168.871,-168.871,28.9,28.9,28.5303,28.5303,134.7,134.7,166.8,166.8,-3,-3,1242,1242,28.9,28.9,308.4,308.4,1,
-4240.0945,-73.1145,-73.1145,2.8,2.8,21.6045,21.6045,148,148,71.2,71.2,-3,-3,1243,1243,2.8,2.8,222,222,1,
-3646.3073,-219.5889,-219.5889,5.7001,5.7001,58.9736,58.9736,176.7001,176.7001,84,84,-3,-3,1244,1244,5.7001,5.7001,265.4,265.4,1,
-4395.4903,-104.7,-104.7,-18.2,-18.2,20.7218,20.7218,91,91,90,90,-3,-3,1245,1245,-18.2,-18.2,162.8,162.8,1,
-3831.5771,-315.4793,-315.4793,-0.8003,-0.8003,47.2586,47.2586,110.0001,110.0001,133.0003,133.0003,-2.9999,-2.9999,1246,1246,-0.8003,-0.8003,137.5,137.5,1,
-3684.2642,-202.5929,-202.5929,-0.5,-0.5,36.3974,36.3974,129,129,251.0998,251.0998,-3,-3,1247,1247,-0.5,-0.5,314.6,314.6,1,
0,,,,,-227.09,-227.09,,,,,-3,-3,1248,1248,-1640,-1640,0,0,1,
0,,,,,-720.5554,-720.5554,,,,,-3.0003,-3.0003,1249,1249,-5234.5994,-5234.5994,0,0,1,
-4134.3268,-199.6849,-199.6849,62.5,62.5,36.1535,36.1535,160.0001,160.0001,60.0001,60.0001,-3,-3,1250,1250,62.5,62.5,200,200,1,
-4294.637,-127.5463,-127.5463,-36.6001,-36.6001,37.8472,37.8472,185,185,66,66,-3,-3,1251,1251,-36.6001,-36.6001,235.5,235.5,1,
-3504.9625,-40.5147,-40.5147,-5.3,-5.3,12.7596,12.7596,33,33,61.3,61.3,-3,-3,1252,1252,-5.3,-5.3,-18,-18,1,
-3980.5258,-239.0411,-239.0411,11.7,11.7,-8.9324,-8.9324,230.9,230.9,84,84,-3,-3,1253,1253,11.7,11.7,333.4,333.4,1,
-3777.7353,-55.5942,-55.5942,-50.6,-50.6,15.1243,15.1243,53,53,75,75,-3,-3,1254,1254,-50.6,-50.6,62,62,1,
-2226.699,-53.9022,-53.9022,39,39,11.3819,11.3819,100,100,90,90,-3,-3,1255,1255,39,39,228.7,228.7,1,
-4275.0844,-128.4505,-128.4505,-7.8,-7.8,29.829,29.829,160,160,84,84,-3.0001,-3.0001,1256,1256,-7.8,-7.8,255.8,255.8,1,
-3970.2699,-344.4079,-344.4079,2.4,2.4,103.6763,103.6763,178.4,178.4,84,84,-3,-3,1257,1257,2.4,2.4,264.8,264.8,1,
-4456.892,-65.1119,-65.1119,-15.2,-15.2,13.2856,13.2856,73.5,73.5,76.5,76.5,-3,-3,1258,1258,-15.2,-15.2,-130.5,-130.5,1,
-3815.2994,-27.8457,-27.8457,2.9,2.9,8.3655,8.3655,46,46,31.2,31.2,-3,-3,1259,1259,2.9,2.9,80,80,1,
-4621.3716,-204.2927,-204.2927,4.7001,4.7001,62.4343,62.4343,159.0002,159.0002,66,66,-3.0002,-3.0002,1260,1260,4.7001,4.7001,244.3,244.3,1,
-3300.7818,-49.4283,-49.4283,-47.8,-47.8,14.5839,14.5839,141.5,141.5,108.1,108.1,-3,-3,1261,1261,-0.4,-0.4,218.6,218.6,1,
-3397.9202,-87.3759,-87.3759,,,27.284,27.284,165,165,80,80,-3,-3,1262,1262,0,0,235.2,235.2,1,
-3927.1062,-123.4469,-123.4469,-32.9001,-32.9001,40.5093,40.5093,176,176,81,81,-3,-3,1263,1263,-1.3001,-1.3001,-43.4,-43.4,1,
-3462.464,-34.7042,-34.7042,-12.5,-12.5,9.553,9.553,65,65,84.5,84.5,-3,-3,1264,1264,0,0,24.5,24.5,1,
-2959.0468,-109.5111,-109.5111,-29.6,-29.6,17.7162,17.7162,149,149,136.7,136.7,-3,-3,1265,1265,-4.6,-4.6,235.4,235.4,1,
0,-8.0523,-8.0523,,,0.3515,0.3515,,,81.6993,81.6993,-3,-3,1266,1266,,,125,125,1,
-2619.2542,-147.381,-147.381,17.5,17.5,42.0836,42.0836,164,164,100,100,-3,-3,1267,1267,17.5,17.5,281.5,281.5,1,
-3646.8894,-50.5306,-50.5306,6.6,6.6,11.4486,11.4486,43,43,111.2,111.2,-3,-3,1268,1268,6.6,6.6,160.8,160.8,1,
-3990.333,-139.9464,-139.9464,-41.1999,-41.1999,29.4023,29.4023,180,180,81.0001,81.0001,-3.0001,-3.0001,1269,1269,-41.1999,-41.1999,71.5,71.5,1,
-3959.8094,-493.9243,-493.9243,-8.7998,-8.7998,74.8924,74.8924,95,95,160,160,-3,-3,1270,1270,-8.7998,-8.7998,200,200,1,
-3033.5479,-199.1747,-199.1747,-44.2001,-44.2001,31.8281,31.8281,262.9998,262.9998,79.0002,79.0002,-3.0001,-3.0001,1271,1271,0,0,222.4,222.4,1,
-4127.0329,-165.3,-165.3,-3.6,-3.6,53.624,53.624,163,163,72,72,-3,-3,1272,1272,-3.6,-3.6,131.7,131.7,1,
-3816.6547,-244.1029,-244.1029,12.3001,12.3001,61.359,61.359,321.9998,321.9998,80.0002,80.0002,-3.0002,-3.0002,1273,1273,12.3001,12.3001,414.3,414.3,1,
-4253.5787,-255.0926,-255.0926,-7.7001,-7.7001,76.8524,76.8524,203,203,91,91,-3,-3,1274,1274,-7.7001,-7.7001,160.3,160.3,1,
-4174.7372,-290.68,-290.68,-9.8001,-9.8001,53.5744,53.5744,124.5,124.5,253.8001,253.8001,-3,-3,1275,1275,-9.8001,-9.8001,175.5,175.5,1,
-4548.2341,-74.0149,-74.0149,-15.9,-15.9,12.6333,12.6333,162.5,162.5,64.2,64.2,-3,-3,1276,1276,-15.9,-15.9,213.4,213.4,1,
-4319.6748,-106.875,-106.875,-36.7,-36.7,31.0522,31.0522,118,118,80,80,-3,-3,1277,1277,-36.7,-36.7,148.7,148.7,1,
-3899.777,-69.6,-69.6,-13,-13,18.8992,18.8992,133,133,24,24,-3,-3,1278,1278,-13,-13,145.1,145.1,1,
-3653.4755,-130.2429,-130.2429,-9.7001,-9.7001,30.7753,30.7753,155.0001,155.0001,108,108,-3.0001,-3.0001,1279,1279,-9.7001,-9.7001,253.7,253.7,1,
-4331.4073,-688.75,-688.75,0.3,0.3,216.6611,216.6611,223,223,105,105,-3,-3,1280,1280,0.3,0.3,218.8,218.8,1,
-3998.256,-184.3494,-184.3494,3.1,3.1,59.8394,59.8394,239,239,125,125,-3,-3,1281,1281,3.1,3.1,150.3,150.3,1,
-4136.7919,-19.836,-19.836,2,2,5.3335,5.3335,48,48,20.8,20.8,-3,-3,1282,1282,2,2,70.8,70.8,1,
-4044.8002,-290.3396,-290.3396,,,2.1663,2.1663,,,1021.2881,1021.2881,-3,-3,1283,1283,,,,,1,
-3991.4847,-165.3,-165.3,6.3,6.3,44.6103,44.6103,133,133,24,24,-3,-3,1284,1284,6.3,6.3,163.3,163.3,1,
-3920.9514,-62.6136,-62.6136,-50,-50,11.5061,11.5061,150,150,60.6,60.6,-3,-3,1285,1285,-50,-50,153.6,153.6,1,
-4354.2575,-616.0248,-616.0248,5.1006,5.1006,192.1466,192.1466,203,203,50,50,-3,-3,1286,1286,5.1006,5.1006,258.1,258.1,1,
-4202.0448,-73.4995,-73.4995,4.9999,4.9999,21.0896,21.0896,171.5,171.5,100,100,-3.0001,-3.0001,1287,1287,5.0001,5.0001,275.8,275.8,1,
-3356.9137,-212.8049,-212.8049,25.2,25.2,54.5833,54.5833,171.9,171.9,126,126,-3,-3,1288,1288,25.2,25.2,201.1,201.1,1,
-4442.4163,-219.4248,-219.4248,-53.4,-53.4,57.7845,57.7845,288,288,138,138,-3,-3,1289,1289,-53.4,-53.4,274.6,274.6,1,
-4214.1501,-122.9384,-122.9384,-13.5,-13.5,24.3839,24.3839,244.4999,244.4999,114.9999,114.9999,-3.0001,-3.0001,1290,1290,-13.5,-13.5,291.7,291.7,1,
-4108.8373,-121.3953,-121.3953,1,1,32.7219,32.7219,160,160,81,81,-3,-3,1291,1291,1,1,242,242,1,
-3391.5429,-142.7424,-142.7424,-23.7,-23.7,43.9232,43.9232,252.0001,252.0001,75.0001,75.0001,-2.9999,-2.9999,1292,1292,-23.7,-23.7,248.4,248.4,1,
-4143.1024,-60.8721,-60.8721,2.4,2.4,16.1461,16.1461,50,50,81.4,81.4,-3,-3,1293,1293,2.4,2.4,55,55,1,
-4226.6536,-123.7589,-123.7589,-11.5,-11.5,38.9745,38.9745,140,140,100,100,-3,-3,1294,1294,-11.5,-11.5,168,168,1,
-3806.6939,-152.3308,-152.3308,42.9,42.9,34.865,34.865,100,100,150,150,-3.0001,-3.0001,1295,1295,42.9,42.9,100,100,1,
-3334.6882,-220.4211,-220.4211,,,67.8299,67.8299,145,145,240,240,-3,-3,1296,1296,0,0,219.1,219.1,1,
-3620.2918,-77.4981,-77.4981,19.8,19.8,14.5664,14.5664,49,49,144.2999,144.2999,-3,-3,1297,1297,19.8,19.8,216.3,216.3,1,
-4715.1165,-123.0028,-123.0028,-18.8999,-18.8999,31.453,31.453,150,150,100,100,-3,-3,1298,1298,-18.8999,-18.8999,241.1,241.1,1,
-4083.0553,-112.4597,-112.4597,25.9001,25.9001,27.0904,27.0904,123,123,72,72,-3,-3,1299,1299,25.9001,25.9001,120.9,120.9,1,
-4004.733,-224.6781,-224.6781,23.8,23.8,54.8519,54.8519,153,153,105,105,-3,-3,1300,1300,23.8,23.8,261.8,261.8,1,
0,,,,,-101.1,-101.1,,,,,,,1301,1301,-656,-656,0,0,1,
0,,,,,-166.16,-166.16,,,,,-3,-3,1302,1302,-1110,-1110,0,0,1,
0,,,,,-140.3576,-140.3576,,,,,-3,-3,1303,1303,-993.903,-993.903,0,0,1,
-4618.3047,-186.9643,-186.9643,0.9,0.9,44.1904,44.1904,166,166,91,91,-3,-3,1304,1304,0.9,0.9,207.9,207.9,1,
-4538.3613,-418.8,-418.8,12.2,12.2,76.7256,76.7256,141,141,105,105,-3,-3,1305,1305,12.2,12.2,258.2,258.2,1,
-4077.5924,-90.2898,-90.2898,,,-4.3329,-4.3329,172,172,105,105,-3,-3,1306,1306,0,0,261.6,261.6,1,
-3839.6633,-140.431,-140.431,-21.7999,-21.7999,35.2843,35.2843,244.5001,244.5001,112.3,112.3,-2.9999,-2.9999,1307,1307,-21.7999,-21.7999,263.7,263.7,1,
-2823.5156,-63.0723,-63.0723,-55.9,-55.9,13.9841,13.9841,49,49,112,112,-3,-3,1308,1308,-55.9,-55.9,164.2,164.2,1,
-717.9301,-49.5461,-49.5461,12.4,12.4,-7.7333,-7.7333,30,30,152.8,152.8,-2.9999,-2.9999,1309,1309,12.4,12.4,206.3,206.3,1,
-3297.0296,-124.7736,-124.7736,-63.9,-63.9,33.0231,33.0231,160,160,70,70,-2.9999,-2.9999,1310,1310,-63.9,-63.9,171.8,171.8,1,
-4094.8069,-90.5104,-90.5104,-31,-31,15.6343,15.6343,224.5,224.5,72,72,-3,-3,1311,1311,-31,-31,262.5,262.5,1,
-791.4365,-36.6772,-36.6772,-0.8,-0.8,16.61,16.61,50,50,75.3,75.3,-3,-3,1312,1312,-0.8,-0.8,115.6,115.6,1,
-1787.4164,-70.2424,-70.2424,5.6,5.6,-15.5876,-15.5876,40,40,228.8,228.8,-3,-3,1313,1313,5.6,5.6,186.3,186.3,1,
-928.7626,-92.0459,-92.0459,3.9999,3.9999,41.2324,41.2324,51.1998,51.1998,228.6998,228.6998,-3,-3,1314,1314,3.9999,3.9999,179.4,179.4,1,
-3676.6304,-248.5714,-248.5714,3,3,63.382,63.382,91,91,100,100,-3,-3,1315,1315,3,3,212.5,212.5,1,
-4551.1529,-309.9375,-309.9375,6.6,6.6,89.2831,89.2831,263,263,78,78,-3,-3,1316,1316,6.6,6.6,347.6,347.6,1,
-3961.7729,-82.661,-82.661,-81.3,-81.3,21.7249,21.7249,146,146,70,70,-3.0001,-3.0001,1317,1317,-81.3,-81.3,134.7,134.7,1,
-1468.349,-48.3319,-48.3319,2.5,2.5,27.1032,27.1032,50,50,66.7,66.7,-3,-3,1318,1318,2.5,2.5,81.7,81.7,1,
-3569.7348,-171.4988,-171.4988,-7.8002,-7.8002,40.6031,40.6031,152.4,152.4,180,180,-3.0002,-3.0002,1319,1319,-7.8002,-7.8002,324.6,324.6,1,
-4118.0429,-148.1183,-148.1183,28.8999,28.8999,22.9848,22.9848,95,95,160,160,-3,-3,1320,1320,28.8999,28.8999,200,200,1,
-4001.9847,-192.2093,-192.2093,45.3,45.3,61.5806,61.5806,154,154,24,24,-3,-3,1321,1321,45.3,45.3,223.3,223.3,1,
-4803.5787,-141.2955,-141.2955,1.4,1.4,28.5228,28.5228,150,150,220,220,-3,-3,1322,1322,1.4,1.4,441.5,441.5,1,
-2213.1024,-201.3462,-201.3462,,,48.9573,48.9573,100,100,185,185,-3,-3,1323,1323,0,0,177.4,177.4,1,
0,,,,,-182.4879,-182.4879,,,,,-3.0032,-3.0032,1324,1324,-1340.6039,-1340.6039,0,0,1,
-4489.7323,-84.3367,-84.3367,-2.2,-2.2,20.2359,20.2359,154,154,60,60,-3,-3,1325,1325,-2.2,-2.2,211.8,211.8,1,
-4717.4556,-220.8861,-220.8861,,,29.9376,29.9376,,,225,225,-3,-3,1326,1326,,,225,225,1,
-2845.6954,-78.9862,-78.9862,15.8,15.8,15.7957,15.7957,135,135,200,200,-3,-3,1327,1327,15.8,15.8,390.6,390.6,1,
-4128.3827,-210.1271,-210.1271,9.1,9.1,65.4123,65.4123,51.4,51.4,217.1,217.1,-3,-3,1328,1328,9.1,9.1,178.2,178.2,1,
-3817.4207,-159.4534,-159.4534,-18.3,-18.3,49.599,49.599,173,173,50,50,-3,-3,1329,1329,-18.3,-18.3,221.1,221.1,1,
-3446.9214,-276.9255,-276.9255,0.4999,0.4999,78.0623,78.0623,145,145,235,235,-2.9999,-2.9999,1330,1330,0.4999,0.4999,228,228,1,
-3769.2862,-210.1271,-210.1271,-7,-7,13.7987,13.7987,80,80,160,160,-3,-3,1331,1331,-7,-7,200,200,1,
-4510.878,-166.2398,-166.2398,23.9001,23.9001,40.3404,40.3404,198,198,90.0001,90.0001,-3,-3,1332,1332,23.9001,23.9001,330.3,330.3,1,
-1729.6992,-104.7,-104.7,-41.3,-41.3,17.5538,17.5538,99,99,148,148,-3,-3,1333,1333,-41.3,-41.3,205.7,205.7,1,
-4483.8071,-330.2839,-330.2839,,,101.8265,101.8265,145,145,150,150,-3,-3,1334,1334,0,0,268.3,268.3,1,
-2995.1335,-368.3377,-368.3377,75.2,75.2,56.3321,56.3321,197.0997,197.0997,200,200,-3.0002,-3.0002,1335,1335,75.2,75.2,299.6,299.6,1,
-2604.8811,-94.5923,-94.5923,14,14,21.3434,21.3434,50,50,104,104,-3.0001,-3.0001,1336,1336,14,14,186.6,186.6,1,
0,,,,,-446,-446,,,,,-3,-3,1337,1337,-3280,-3280,0,0,1,
-4207.7511,-232.9462,-232.9462,5.6001,5.6001,-5.4345,-5.4345,180,180,145.0002,145.0002,-3,-3,1338,1338,79.7001,79.7001,330.6,330.6,1,
-3542.8977,-148.5106,-148.5106,-11.8999,-11.8999,-6.5682,-6.5682,170,170,350,350,-3,-3,1339,1339,-11.9001,-11.9001,333.1,333.1,1,
-4314.2145,-99.18,-99.18,-56.5,-56.5,23.8974,23.8974,151,151,,,-3,-3,1340,1340,-56.5,-56.5,-28.5,-28.5,1,
-3842.0718,-157.4109,-157.4109,1.5001,1.5001,-6.2131,-6.2131,100,100,265,265,-3,-3,1341,1341,1.5001,1.5001,-16,-16,1,
0,,,,,-158.6667,-158.6667,,,,,-3,-3,1342,1342,-1351.3,-1351.3,0,0,1,
-3780.1829,-305.1692,-305.1692,-5.2997,-5.2997,-5.8751,-5.8751,100,100,50,50,-3,-3,1343,1343,-5.3003,-5.3003,144.7,144.7,1,
-4177.5322,-155.1456,-155.1456,,,38.2826,38.2826,155.0001,155.0001,170.0001,170.0001,-3.0001,-3.0001,1344,1344,0,0,181.1,181.1,1,
-3018.5795,-111.3062,-111.3062,-11.7,-11.7,29.3989,29.3989,159.9999,159.9999,300,300,-3.0001,-3.0001,1345,1345,-11.7,-11.7,377.8,377.8,1,
-4030.5829,-123.975,-123.975,-20.8,-20.8,37.272,37.272,170,170,88,88,-3,-3,1346,1346,-20.8,-20.8,298.4,298.4,1,
-4125.7271,-174.227,-174.227,-22.5001,-22.5001,-2.9287,-2.9287,141.0001,141.0001,100,100,-3,-3,1347,1347,-22.5001,-22.5001,89.1,89.1,1,
0,,,,,-191.9933,-191.9933,,,,,-3,-3,1348,1348,-1093.3,-1093.3,0,0,1,
0,,,,,-176.028,-176.028,,,,,-3.0022,-3.0022,1349,1349,-1286.7979,-1286.7979,0,0,1,
-3920.1959,-349,-349,,,82.7167,82.7167,135,135,200,200,-3,-3,1350,1350,0,0,166.9,166.9,1,
-3744.9937,-161.5741,-161.5741,,,23.6435,23.6435,150,150,220,220,-3,-3,1351,1351,0,0,272.1,272.1,1,
-4719.0614,-141.9469,-141.9469,-46.2999,-46.2999,38.9658,38.9658,160,160,91,91,-3,-3,1352,1352,-46.2999,-46.2999,179.7,179.7,1,
-4039.5473,-64.9101,-64.9101,-20.6,-20.6,18.4337,18.4337,48.4,48.4,105.4,105.4,-3,-3,1353,1353,-20.6,-20.6,127.2,127.2,1,
-3991.9116,-259.8466,-259.8466,13.7001,13.7001,34.4755,34.4755,259.1001,259.1001,124.9999,124.9999,-3,-3,1354,1354,13.7001,13.7001,394.8,394.8,1,
-4810.8535,-158.6364,-158.6364,-9,-9,34.7491,34.7491,168,168,105,105,-3,-3,1355,1355,-9,-9,214,214,1,
-3797.6816,-229.8129,-229.8129,-28.3998,-28.3998,-20.555,-20.555,228.3998,228.3998,97.9999,97.9999,-3.0001,-3.0001,1356,1356,-28.3998,-28.3998,246,246,1,
-4499.3204,-320.9195,-320.9195,35.2,35.2,86.899,86.899,170.4,170.4,100,100,-3.0002,-3.0002,1357,1357,35.2,35.2,205.6,205.6,1,
-4163.0474,-136.6306,-136.6306,9.7001,9.7001,26.0786,26.0786,160,160,66,66,-3.0001,-3.0001,1358,1358,9.7001,9.7001,235.7,235.7,1,
-3855.1301,-64.8976,-64.8976,-16.3999,-16.3999,9.0642,9.0642,51,51,129.4001,129.4001,-3,-3,1359,1359,-16.3999,-16.3999,166.5,166.5,1,
-3299.0556,-73.5253,-73.5253,-18.6,-18.6,-2.6098,-2.6098,75.5,75.5,78.7,78.7,-3,-3,1360,1360,-18.6,-18.6,158.6,158.6,1,
-3983.3159,-105.1154,-105.1154,1,1,28.3384,28.3384,145,145,140.6001,140.6001,-3.0001,-3.0001,1361,1361,1,1,100,100,1,
-3933.376,-132.196,-132.196,58.7001,58.7001,9.279,9.279,109.9999,109.9999,99,99,-3,-3,1362,1362,58.7001,58.7001,275,275,1,
-4248.746,-183.6842,-183.6842,-12,-12,50.1597,50.1597,183,183,84,84,-3,-3,1363,1363,-12,-12,205.9,205.9,1,
-4396.5429,-322.3522,-322.3522,14.9002,14.9002,68.3233,68.3233,165.2999,165.2999,112,112,-3,-3,1364,1364,14.9002,14.9002,294.8,294.8,1,
0,,,,,-260.547,-260.547,,,,,-2.9972,-2.9972,1365,1365,-1868.9003,-1868.9003,0,0,1,
-4096.9194,-336.3791,-336.3791,-3.6998,-3.6998,58.6411,58.6411,160.0001,160.0001,100,100,-3.0001,-3.0001,1366,1366,-3.6998,-3.6998,175,175,1,
-4737.1241,-204.0936,-204.0936,5.7002,5.7002,59.471,59.471,169,169,90,90,-3,-3,1367,1367,5.7002,5.7002,163.7,163.7,1,
-3610.4886,-118.4127,-118.4127,-0.4999,-0.4999,32.5014,32.5014,140,140,103,103,-3,-3,1368,1368,-0.4999,-0.4999,254,254,1,
-4663.3759,-299.1429,-299.1429,,,-1.9143,-1.9143,,,175,175,-3,-3,1369,1369,,,175,175,1,
-3748.7059,-234.4905,-234.4905,7.6,7.6,67.2125,67.2125,209.8002,209.8002,147.0002,147.0002,-3.0002,-3.0002,1370,1370,7.6,7.6,284.4,284.4,1,
-4568.613,-119.9313,-119.9313,27.5001,27.5001,35.7347,35.7347,150,150,50,50,-3,-3,1371,1371,27.5001,27.5001,27.5,27.5,1,
-3838.3469,-306.1404,-306.1404,-4.6,-4.6,86.3678,86.3678,193,193,91,91,-3,-3,1372,1372,-4.6,-4.6,279.4,279.4,1,
-3829.3256,-233.0551,-233.0551,,,57.9352,57.9352,144.9999,144.9999,175.0001,175.0001,-3.0001,-3.0001,1373,1373,0,0,290.9,290.9,1,
-3722.7768,-171.1064,-171.1064,,,-3.4685,-3.4685,100,100,265.0002,265.0002,-3.0002,-3.0002,1374,1374,0,0,342.1,342.1,1,
-2464.7941,-101.52,-101.52,-11.0999,-11.0999,24.3305,24.3305,204.5,204.5,250,250,-3,-3,1375,1375,-11.0999,-11.0999,394.1,394.1,1,
-4374.7786,-126.1446,-126.1446,-5.4,-5.4,38.8161,38.8161,155,155,78,78,-3,-3,1376,1376,-5.4,-5.4,228.9,228.9,1,
0,,,,,-12.9529,-12.9529,150,150,,,,,1377,1377,,,150,150,1,
-1688.1977,-152.5501,-152.5501,2.8997,2.8997,81.0315,81.0315,210,210,,,,,1378,1378,2.9003,2.9003,117,117,1,
-1736.7077,-146.3208,-146.3208,-2.7,-2.7,81.3229,81.3229,324.9999,324.9999,,,,,1379,1379,-2.7,-2.7,115.3,115.3,1,
-3746.4876,-181.4803,-181.4803,6.5999,6.5999,37.5427,37.5427,271.5001,271.5001,90,90,-3.0001,-3.0001,1380,1380,6.5999,6.5999,268.1,268.1,1,
-4616.0484,-226.3784,-226.3784,2.4,2.4,69.0171,69.0171,146.4999,146.4999,104,104,-3.0002,-3.0002,1381,1381,2.4,2.4,152.9,152.9,1,
-1599.9373,-69.5948,-69.5948,0.7001,0.7001,110.4719,110.4719,142.4,142.4,,,,,1382,1382,0.7001,0.7001,129,129,1,
0,-87.426,-87.426,-47.5999,-47.5999,2.1791,2.1791,339.9999,339.9999,,,,,1383,1383,-18.3999,-18.3999,310.8,310.8,1,
-1786.2407,-302.92,-302.92,-12.3,-12.3,128.815,128.815,339.9998,339.9998,,,,,1384,1384,-12.3,-12.3,322,322,1,
-1061.2893,-17.7467,-17.7467,2.2,2.2,6.1072,6.1072,93.3,93.3,,,,,1385,1385,2.2,2.2,65.4,65.4,1,
-3361.9195,-94.6555,-94.6555,,,29.0209,29.0209,149.1,149.1,142.6,142.6,-3,-3,1386,1386,0,0,304.4,304.4,1,
0,,,,,-0.4651,-0.4651,,,,,-3,-3,1387,1387,,,,,1,
-3967.2146,-65.7067,-65.7067,,,20.0645,20.0645,133.5,133.5,113,113,-3,-3,1388,1388,0,0,238,238,1,
-3110.1827,-91.8911,-91.8911,-26.4,-26.4,-1.6829,-1.6829,187.7001,187.7001,119.9999,119.9999,-3.0001,-3.0001,1389,1389,0,0,281.3,281.3,1,
-4117.055,-75.2884,-75.2884,,,21.69,21.69,133.5,133.5,125.0001,125.0001,-3.0001,-3.0001,1390,1390,0,0,137.6,137.6,1,
-4041.7653,-77,-77,2.5,2.5,24.0741,24.0741,153.5,153.5,80,80,-3,-3,1391,1391,2.5,2.5,236,236,1,
-4507.7196,-364.3006,-364.3006,6.4001,6.4001,97.4544,97.4544,138.5999,138.5999,91,91,-3,-3,1392,1392,6.4001,6.4001,185,185,1,
-3615.3438,-60.5903,-60.5903,-42.8,-42.8,16.4498,16.4498,-1.7,-1.7,133.1,133.1,-3,-3,1393,1393,-42.8,-42.8,88.6,88.6,1,
-4032.4472,-200.4349,-200.4349,6.5001,6.5001,40.0472,40.0472,286.4998,286.4998,95,95,-2.9998,-2.9998,1394,1394,6.5001,6.5001,376,376,1,
0,,,,,-48.2848,-48.2848,,,,,-3,-3,1395,1395,-993.903,-993.903,0,0,1,
-4523.9208,-321.3628,-321.3628,14.2001,14.2001,80.1829,80.1829,361,361,170,170,-3,-3,1396,1396,14.2001,14.2001,351.7,351.7,1,
0,,,,,-0.6349,-0.6349,,,45.2346,45.2346,-3,-3,1397,1397,,,,,1,
-4035.9142,-169.9675,-169.9675,-20.6,-20.6,45.9925,45.9925,148,148,103,103,-3,-3,1398,1398,-20.6,-20.6,130.7,130.7,1,
-3763.6794,-95.8352,-95.8352,-3.3,-3.3,23.8254,23.8254,154,154,82,82,-3.0001,-3.0001,1399,1399,-3.3,-3.3,138.3,138.3,1,
-3169.9066,-218.1977,-218.1977,,,53.4741,53.4741,154.0001,154.0001,120,120,-3.0002,-3.0002,1400,1400,0,0,303.1,303.1,1,
0,,,,,58.6279,58.6279,,,,,-3,-3,1401,1401,-8.2,-8.2,176.8,176.8,1,
-4442.3147,-110.583,-110.583,-4.9001,-4.9001,28.5355,28.5355,143,143,77,77,-3,-3,1402,1402,-4.9001,-4.9001,201,201,1,
-3697.2097,-97.9191,-97.9191,-8,-8,15.6934,15.6934,137,137,146.1,146.1,-3,-3,1403,1403,-8,-8,260.1,260.1,1,
-4106.6104,-134.9227,-134.9227,-10,-10,44.842,44.842,153,153,96,96,-3,-3,1404,1404,-10,-10,169.5,169.5,1,
-2539.8577,-140.3045,-140.3045,,,13.7627,13.7627,256.5,256.5,140.0001,140.0001,-3.0001,-3.0001,1405,1405,0,0,350.1,350.1,1,
-4206.0736,-421.7285,-421.7285,-23.5,-23.5,86.6521,86.6521,203,203,125,125,-3,-3,1406,1406,-23.5,-23.5,304.5,304.5,1,
-4135.9146,-222.9158,-222.9158,-27.6999,-27.6999,-10.6506,-10.6506,235.0001,235.0001,100,100,-2.9999,-2.9999,1407,1407,-27.6999,-27.6999,282.3,282.3,1,
-4248.1531,-96.9444,-96.9444,-42.3,-42.3,24.583,24.583,124,124,79.1,79.1,-3,-3,1408,1408,-42.3,-42.3,162.8,162.8,1,
-4121.3107,-93.4821,-93.4821,-9.9,-9.9,-69.5909,-69.5909,109,109,96,96,-3,-3,1409,1409,-9.9,-9.9,195.1,195.1,1,
-4663.1435,-135.6218,-135.6218,-38,-38,-7.6881,-7.6881,232,232,110,110,-3,-3,1410,1410,-38,-38,304,304,1,
-3701.3748,-78.1343,-78.1343,-14.9,-14.9,21.9667,21.9667,92.5,92.5,67.2,67.2,-3,-3,1411,1411,-14.9,-14.9,144.8,144.8,1,
-4460.5972,-155.0835,-155.0835,-9.8999,-9.8999,42.2126,42.2126,158.0001,158.0001,91.0001,91.0001,-3.0001,-3.0001,1412,1412,-9.8999,-9.8999,239.8,239.8,1,
-4120.4668,-73.6494,-73.6494,3,3,15.1286,15.1286,95.5,95.5,42.2001,42.2001,-3,-3,1413,1413,3,3,167.1,167.1,1,
-3753.0389,-89.2393,-89.2393,-23.7,-23.7,-3.3442,-3.3442,177,177,76.6999,76.6999,-3,-3,1414,1414,-23.7,-23.7,230,230,1,
-3935.3523,-133.9628,-133.9628,-13.6,-13.6,26.5359,26.5359,165,165,97.9999,97.9999,-2.9999,-2.9999,1415,1415,-13.6,-13.6,249.4,249.4,1,
-4291.9932,-184.2985,-184.2985,6.4999,6.4999,49.9754,49.9754,183.0002,183.0002,72,72,-3.0002,-3.0002,1416,1416,6.4999,6.4999,261.5,261.5,1,
-3747.7686,-141.6542,-141.6542,-38.1,-38.1,-7.737,-7.737,227.0001,227.0001,119.9999,119.9999,-3,-3,1417,1417,-38.1,-38.1,191.8,191.8,1,
